text,Score
drinks hair fast food and petrol girls night in with friends as a middle class fine agege geh change go even rem,neutral
hello thank you for contacting fidelity bank apologies for all,neutral
bank charges i know nothing about,negative
when you begin to pay attention to your growth development amp success you have mentally shifted the focus off the classroom,neutral
rd august dear onyebuchi jessy dibiana we sincerely regret the delay in resolving yourcomplain,negative
cbn sanctions four banks for money laundering others for its infractions gtbank plc was asked to pay nm while the unit,neutral
ba ido i can see more than,neutral
pls reply me i have provided all the info you need,neutral
unity bank manager in efcc net over fraud,negative
piece of advice to everyone any account that has the bulk of your savings shouldn t have a debit card under any circumstance,neutral
almighty zenith respond to my complain naa,negative
gtbank i need a touch from the peruzzi,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
go to your wifi settings amp select free google station st century a browser window will launch press start en,neutral
speaking at the ongoing agricultural summit sterling bank s ceo said a conversation about food security is,neutral
i doubt it,neutral
what is sensitive ur bank is money is still trap in your bank y,neutral
oo i made the complain olu obasanjo branch in port harcourt,negative
hi kindly help rectify my account has been locked out,neutral
who has k they re not using thank you in advance gtbank my helper might be on your timeline,neutral
do you have little change you can part away with please we need it we will be reaching out to school girls in ab,neutral
